1	0,00000000000000E+00	0,00000000000000E+00	1,00000000000000E+00	8,33493961611296E-04
2	9,96972891319000E-01	0,00000000000000E+00	-7,77499451740000E-02	1,42076400513162E-03
3	-9,82581060536000E-01	-1,78228496639000E-01	5,26218819720000E-02	1,14314629104636E-03
4	7,83068336711000E-01	6,21935399592000E-01	-5,82043422000000E-04	1,34548797840146E-03
5	4,95365041556000E-01	8,04616360278000E-01	3,27423255707000E-01	1,24064502295106E-03
6	-2,68566696162000E-01	-7,34252990559000E-01	6,23493765460000E-01	1,24988455737104E-03
7	-5,18797826849000E-01	8,54890674061000E-01	3,27875898300000E-03	1,15485362612423E-03
8	-9,60017419086000E-01	-1,08846768613000E-01	2,57912651907000E-01	1,09142532546840E-03
9	-6,76207321898000E-01	-3,84601345320000E-01	-6,28351384967000E-01	1,36439597346935E-03
10	-2,24573966429000E-01	9,68876550694000E-01	-1,04138192409000E-01	1,34900219897685E-03
11	-8,50989429348000E-01	-1,28055589111000E-01	-5,09331677039000E-01	1,05818430662629E-03
12	-1,17034299758000E-01	-3,82618734103000E-01	-9,16463789243000E-01	1,09277244457884E-03
13	-2,42832540611000E-01	-3,71800943221000E-01	-8,95989071273000E-01	1,11665760472359E-03
14	1,18185369053000E-01	5,36531573563000E-01	8,35563336386000E-01	9,45452650916358E-04
15	3,87868988733000E-01	-1,78294868797000E-01	9,04305582942000E-01	1,15412799373493E-03
16	7,62262920998000E-01	-6,07812974675000E-01	-2,22527811946000E-01	6,93637437395352E-04
17	-2,05458031773000E-01	-8,86163211920000E-01	4,15333310752000E-01	1,62896326800796E-03
18	-4,00891098554000E-01	1,29678481055000E-01	9,06901217692000E-01	2,00851880006815E-03
19	-1,61632828627000E-01	9,63162162784000E-01	-2,14926677945000E-01	1,02198405306453E-03
20	-2,96311835751000E-01	-4,53648551960000E-02	-9,54013273444000E-01	1,19674360716730E-03
21	-9,83477624389000E-01	1,05232740135000E-01	-1,47301842246000E-01	1,28601588597004E-03
22	9,39292243275000E-01	3,40048361396000E-01	4,57951267550000E-02	8,72499831369499E-04
23	4,08621574170000E-01	-9,11467140107000E-01	-4,74980170890000E-02	9,38625612029619E-04
24	-8,46440610041000E-01	7,46054415840000E-02	5,27230805018000E-01	1,19093039360834E-03
25	9,22328935836000E-01	3,51691018398000E-01	1,60071114503000E-01	1,56884190154321E-03
26	-5,62816608531000E-01	-1,84414466096000E-01	8,05747336239000E-01	1,73750632287703E-03
27	6,88770932121000E-01	-3,31452962570000E-02	-7,24220955511000E-01	1,05625911414615E-03
28	-6,93721949430000E-02	-9,58534292457000E-01	-2,76404610587000E-01	8,41118021285290E-04
29	-6,65367647350000E-02	-7,36186242601000E-01	6,73500315622000E-01	1,19851467247275E-03
30	1,70865010346000E-01	1,29086130112000E-01	9,76801883317000E-01	1,16188832349238E-03
31	-1,71065460940000E-01	-2,67826821378000E-01	9,48158953881000E-01	2,16017886787182E-03
32	7,82472530470000E-02	9,00604217443000E-01	4,27538782935000E-01	1,20402313712563E-03
33	-3,73974701880000E-02	9,99300353112000E-01	4,83212208000000E-04	1,33170967634478E-03
34	7,22143991034000E-01	-5,19175144604000E-01	-4,57127143625000E-01	1,16730763233123E-03
35	-3,41170368472000E-01	9,32454689983000E-01	1,18874012317000E-01	8,41624131993463E-04
36	9,13627041301000E-01	1,76498936890000E-01	-3,66242753758000E-01	1,13334826806110E-03
37	9,81587060638000E-01	9,77512783820000E-02	-1,64108287304000E-01	1,18192600545065E-03
38	-1,75564913877000E-01	-3,85061463639000E-01	9,06037874614000E-01	1,23909983780015E-04
39	3,59573592270000E-02	6,20723016752000E-01	7,83204957078000E-01	1,72967051996267E-03
40	8,93221107164000E-01	-3,78010326417000E-01	2,43442491853000E-01	7,31732743681344E-04
41	-8,54118167296000E-01	5,19991968523000E-01	-9,51362007300000E-03	9,80491609985412E-04
